POLITICAL_UNIT,NAME,WGMS_ID,YEAR,TIME_SYSTEM,BEGIN_PERIOD,END_WINTER,END_PERIOD,ELA_PREFIX,ELA,ELA_UNC,MIN_SITES_ACC,MAX_SITES_ACC,MIN_SITES_ABL,MAX_SITES_ABL,ACC_AREA,ACC_AREA_UNC,ABL_AREA,ABL_AREA_UNC,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
AF,PIR YAKH,10452,2018,,,,,,,,,,,,,,,,"Abeer Ahmad Sajood, Hedayatullah Arian","Hydrometeorology Department, Geoscience Faculty of Kabul University, Afghanistan",,Index point measurements only.
AQ,ALBERICH,1062,1972,OTH,19710206,,19720118,,,,,,,,,,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,ALBERICH,1062,1973,OTH,19720118,,19730122,,,,,,,,,,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,ALBERICH,1062,1974,OTH,19730122,,19740122,,,,,,,,,,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,ALBERICH,1062,1975,OTH,19740122,,19750110,,,,,,,,,,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,ANVERS I ICE CAP,3954,1966,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Rundle (1970); International Association of Scientific Hydrology Publications, 86, 377-390 p.",Multi-annual observation (87 mm w.e.) evenly distributed to corresponding years.
AQ,ANVERS I ICE CAP,3954,1967,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Rundle (1970); International Association of Scientific Hydrology Publications, 86, 377-390 p.",Multi-annual observation (87 mm w.e.) evenly distributed to corresponding years.
AQ,BAHIA DEL DIABLO,2665,2000,COM,19990301,,20000228,,427,,,,,,,,,,"Pedro Skvarca, Hernán De Angelis, Evgeniy Ermolin","División Glaciología, Instituto Antártico Argentino, Cerrito 1248, Argent",,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2001,COM,20000301,,20010228,,375,,,,,,,,,,"Pedro Skvarca, Hernán De Angelis, Evgeniy Ermolin","División Glaciología, Instituto Antártico Argentino, Cerrito 1248, Argent",,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2002,COM,20010301,,20020228,,438,,,,,,,,,,"Pedro Skvarca, Hernán De Angelis, Evgeniy Ermolin","Instituto Antártico Argentino, Glaciology Division, Cerrito 1248, Argentina, C1010AAZ Buenos Aires",,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2003,COM,20020301,,20030228,,389,,,,,,,,,,"Pedro Skvarca, Hernán De Angelis, Evgeniy Ermolin","Instituto Antártico Argentino, Glaciology Division, Cerrito 1248, Argentina, C1010AAZ Buenos Aires",,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2004,COM,20030301,,20040228,,386,,,,,,,,,,"Pedro Skvarca, Evgeniy Ermolin",División Glaciología; Instituto Antártico Argentino; Cerrito 1248; Argentina - C1010AAZ Buenos Aires,,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2005,COM,20040301,,20050228,,405,,,,,,,,,,"Pedro Skvarca, Evgeniy Ermolin",División Glaciología; Instituto Antártico Argentino; Cerrito 1248; Argentina - C1010AAZ Buenos Aires,,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2006,COM,20050301,,20060228,,431,,,,,,,,,,"Pedro Skvarca, Evgeniy Ermolin",División Glaciología; Instituto Antártico Argentino; Cerrito 1248; Argentina - C1010AAZ Buenos Aires,,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2007,COM,20060301,,20070228,,360,,,,,,,,,,"Pedro Skvarca, Evgeniy Ermolin",División Glaciología; Instituto Antártico Argentino; Cerrito 1248; Argentina - C1010AAZ Buenos Aires,,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2008,COM,20070301,,20080228,,435,10.0,10,24,8,15,,,,,"Pedro Skvarca, Evgeniy Ermolin, Sebastián Marinsek","División Glaciolog¡a, Instituto Antártico Argentino, Cerrito 1248, C1010AAZ Buenos Aires, Argentina",,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2009,COM,20080301,,20090228,,388,10.0,10,24,8,15,,,,,"Pedro Skvarca, Evgeniy Ermolin, Sebastián Marinsek","División Glaciolog¡a, Instituto Antártico Argentino, Cerrito 1248, C1010AAZ Buenos Aires, Argentina",,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2010,COM,20090301,,20100228,<,75,10.0,10,24,8,10,,,,,"Pedro Skvarca, Evgeniy Ermolin, Sebastián Marinsek","División Glaciolog¡a, Instituto Antártico Argentino, Cerrito 1248, C1010AAZ Buenos Aires, Argentina",,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2011,COM,20100301,,20110228,,322,10.0,10,24,8,10,,,,,"Pedro Skvarca, Evgeniy Ermolin, Sebastián Marinsek","División Glaciolog¡a, Instituto Antártico Argentino, Cerrito 1248, C1010AAZ Buenos Aires, Argentina",,"Series has been revised according to new glacier area (Marinsek, 2013)"
AQ,BAHIA DEL DIABLO,2665,2012,COM,20110301,,20120228,,370,10.0,10,24,8,10,,,,,Sebastián Marinsek,"División Glaciología, Instituto Antártico Argentino, Buenos Aires - Argentina",WGMS (2015): GGCB No. 1 (2012-2013).,
AQ,BAHIA DEL DIABLO,2665,2013,COM,20120301,,20130228,,295,10.0,10,24,8,10,,,,,"Pedro Skvarca, Evgeniy Ermolin, Sebastián Marinsek, José Luis Seco","Departamento de Glaciología, Instituto Antártico Argentino, Balcarce 290, C1064AAF Buenos Aires, Argentina",WGMS (2015): GGCB No. 1 (2012-2013).,
AQ,BAHIA DEL DIABLO,2665,2014,COM,20130301,,20140228,,325,10.0,10,24,8,10,8.0,,4.9,,"Evgeniy Ermolin, Sebastián Marinsek, José Luis Seco","Departamento de Glaciología, Instituto Antártico Argentino, Balcarce 290, C1064AAF Buenos Aires, Argentina",WGMS (2017): GGCB No. 2 (2014-2015).,
AQ,BAHIA DEL DIABLO,2665,2015,COM,20140301,,20150228,,380,10.0,10,24,8,10,6.65,,6.25,,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin,","Departamento de Glaciología, Instituto Antártico Argentino, Av. 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",WGMS (2017): GGCB No. 2 (2014-2015).,
AQ,BAHIA DEL DIABLO,2665,2016,COM,20150301,,20160228,,430,10.0,10,24,8,10,,,,,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,
AQ,BAHIA DEL DIABLO,2665,2017,COM,20160301,,20170228,,480,,,,,,,,,,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,
AQ,BAHIA DEL DIABLO,2665,2018,COM,20170301,,20180228,,350,10.0,10,24,8,10,7.55,0.01,5.32,0.01,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, Av. 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,
AQ,BAHIA DEL DIABLO,2665,2019,FXD,,,,,340,,,,,,,,,,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, Av. 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,
AQ,BAHIA DEL DIABLO,2665,2020,COM,20190301,,20200229,,450,10.0,10,24,8,10,3.16,0.01,9.71,0.01,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, Gral. San Martín, Buenos Aires, Argentina",,
AQ,BAHIA DEL DIABLO,2665,2021,COM,20200301,,20210228,,500,10.0,10,24,8,10,3.43,0.01,9.44,0.01,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, Gral. San Martín, Buenos Aires, Argentina",,
AQ,BELLINGSHAUSEN,6833,1992,,19919999,,19929999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Wen et al. (1998); Annals of Glaciology, 27, 105-109 p.",
AQ,BELLINGSHAUSEN,6833,2008,,20079999,,20089999,,225,,,,,,,,,,B.R. Mavlyudov,"Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014",Time system unknown
AQ,BELLINGSHAUSEN,6833,2009,,20089999,,20099999,,225,,,,,,,,,,B.R. Mavlyudov,"Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014",Time system unknown
AQ,BELLINGSHAUSEN,6833,2010,,20099999,,20109999,,0,,,,,,,,,,B.R. Mavlyudov,"Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014",Time system unknown
AQ,BELLINGSHAUSEN,6833,2011,,20109999,,20119999,,180,,,,,,,,,,B.R. Mavlyudov,"Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014",Time system unknown
AQ,BELLINGSHAUSEN,6833,2012,,20119999,,20129999,,220,,,,,,,,,,B.R. Mavlyudov,"Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014",Time system unknown
AQ,CANADA,877,1993,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,1994,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,1995,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,1996,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,1997,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,1998,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,1999,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2000,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2001,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2002,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2003,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2004,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2005,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2006,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2007,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2008,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2009,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2010,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2011,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,CANADA,877,2012,,,,,,,,,,,,,,,,,,,Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,1993,,,,,,,,,,,,,,,,,,,Only index point measurements. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,1994,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,1995,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,1996,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,1997,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,1998,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,1999,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2000,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2001,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2002,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2003,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2004,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2005,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2006,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2007,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2008,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2009,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2010,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2011,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2012,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,COMMONWEALTH,878,2013,,,,,,,,,,,,,,,,"ANDREW G. FOUNTAIN (1), HASSAN J. BASAGIC IV (1), SPENCER NIEBUHR (2)","(1) Department of Geology, Portland State University, Portland, OR 97201, USA. (2) Polar Geospatial Center, University of Minnesota, St. Paul, MN 55108, USA.","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.",Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries.
AQ,DAVIES DOME,10404,2010,FXD,20090201,,20100131,,323,,,,,,,,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
AQ,DAVIES DOME,10404,2011,FXD,20100201,,20110131,,382,,,,,,,,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
AQ,DAVIES DOME,10404,2012,FXD,20110201,,20120131,,464,,,,,,,,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
AQ,DAVIES DOME,10404,2013,FXD,20120201,,20130131,,368,,,,,,,,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
AQ,DAVIES DOME,10404,2014,FXD,20130201,,20140131,,395,,,,,,,,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
AQ,DAVIES DOME,10404,2015,FXD,20140201,,20150131,,423,,,,,,,,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
AQ,FLAGSTAFF,3974,1958,,19579999,,19589999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Noble (1965); British Antarctic Survey Bulletin, 5, 1-11 p.",
AQ,G1,3925,1969,,19689999,,19699999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
AQ,G1,3925,1970,,19699999,,19709999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
AQ,G1,3925,1971,,19709999,,19719999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
AQ,G1,3925,1972,,19719999,,19729999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
AQ,G1,3925,1973,,19729999,,19739999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
AQ,G1,3925,1974,,19739999,,19749999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
AQ,GALINDEZ ICE CAP,3975,1960,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.",Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1961,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.",Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1962,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.",Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1963,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.",Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1964,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.",Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1965,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.",Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,HEIMDALL,890,1972,OTH,19710210,,19720121,,,,,,,,,,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,HEIMDALL,890,1973,OTH,19720121,,19730125,,,,,,,,,,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,HEIMDALL,890,1974,OTH,19730125,,19740123,,,,,,,,,,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
AQ,HEIMDALL,890,1975,OTH,19740123,,19750117,,,,,,,,,,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
